country_code,country,indicator,year,value
EUU,European Union,Inflation,2012,2.66284165508021
EUU,European Union,Inflation,2011,3.28944939564211
EUU,European Union,Inflation,2010,1.53112270420926
FCS,Fragile and conflict affected situations,Inflation,2024,4.4275764904982
FCS,Fragile and conflict affected situations,Inflation,2023,7.11459205344455
FCS,Fragile and conflict affected situations,Inflation,2022,9.39075933985203
FCS,Fragile and conflict affected situations,Inflation,2021,4.25936417542868
FCS,Fragile and conflict affected situations,Inflation,2020,2.8981937602627
FCS,Fragile and conflict affected situations,Inflation,2019,2.45280214062732
FCS,Fragile and conflict affected situations,Inflation,2018,2.96760366004456
FCS,Fragile and conflict affected situations,Inflation,2017,4.18072331871267
FCS,Fragile and conflict affected situations,Inflation,2016,3.19056179723773
FCS,Fragile and conflict affected situations,Inflation,2015,2.676235314199
FCS,Fragile and conflict affected situations,Inflation,2014,2.4963450872176
FCS,Fragile and conflict affected situations,Inflation,2013,4.44648435335712
FCS,Fragile and conflict affected situations,Inflation,2012,5.9859049732401
FCS,Fragile and conflict affected situations,Inflation,2011,5.08259403890371
FCS,Fragile and conflict affected situations,Inflation,2010,3.55195748963008
HPC,Heavily indebted poor countries (HIPC),Inflation,2024,4.56976223919357
HPC,Heavily indebted poor countries (HIPC),Inflation,2023,7.12697482131851
HPC,Heavily indebted poor countries (HIPC),Inflation,2022,9.65914753785069
HPC,Heavily indebted poor countries (HIPC),Inflation,2021,4.37012190478157
HPC,Heavily indebted poor countries (HIPC),Inflation,2020,3.47617372722194
HPC,Heavily indebted poor countries (HIPC),Inflation,2019,2.83514555687506
HPC,Heavily indebted poor countries (HIPC),Inflation,2018,3.01748181031406
HPC,Heavily indebted poor countries (HIPC),Inflation,2017,4.5783374121255
HPC,Heavily indebted poor countries (HIPC),Inflation,2016,4.38389195513915
HPC,Heavily indebted poor countries (HIPC),Inflation,2015,3.55075967356746
HPC,Heavily indebted poor countries (HIPC),Inflation,2014,4.40535234185293
HPC,Heavily indebted poor countries (HIPC),Inflation,2013,5.16189898581494
HPC,Heavily indebted poor countries (HIPC),Inflation,2012,6.31474450315177
HPC,Heavily indebted poor countries (HIPC),Inflation,2011,6.4293968107234
HPC,Heavily indebted poor countries (HIPC),Inflation,2010,4.69889064976226
,High income,Inflation,2024,2.38554753438095
,High income,Inflation,2023,4.85604044667119
,High income,Inflation,2022,7.53107834634288
,High income,Inflation,2021,2.51837109614213
,High income,Inflation,2020,0.598986330824643
,High income,Inflation,2019,1.61519988737213
,High income,Inflation,2018,1.88110801380597
,High income,Inflation,2017,1.58909413567799
,High income,Inflation,2016,0.394769306686392
,High income,Inflation,2015,0.330027165141066
,High income,Inflation,2014,1.04119621178439
,High income,Inflation,2013,1.50472330251876
,High income,Inflation,2012,2.710119177355
,High income,Inflation,2011,3.41374547661777
,High income,Inflation,2010,2.13371996141622
IBD,IBRD only,Inflation,2024,3.48974086026947
IBD,IBRD only,Inflation,2023,6.02663450060535
IBD,IBRD only,Inflation,2022,9.10437983075437
IBD,IBRD only,Inflation,2021,4.27166381536798
IBD,IBRD only,Inflation,2020,2.41513094083414
IBD,IBRD only,Inflation,2019,2.58405829251271
IBD,IBRD only,Inflation,2018,3.22703471046143
IBD,IBRD only,Inflation,2017,3.32389447576097
IBD,IBRD only,Inflation,2016,2.12081713361588
IBD,IBRD only,Inflation,2015,3.09551722027242
IBD,IBRD only,Inflation,2014,3.50379093139812
IBD,IBRD only,Inflation,2013,3.89555152647667
IBD,IBRD only,Inflation,2012,4.2795142691943
IBD,IBRD only,Inflation,2011,5.55389892257493
IBD,IBRD only,Inflation,2010,4.11211139315219
IBT,IDA & IBRD total,Inflation,2024,3.62109273885843
IBT,IDA & IBRD total,Inflation,2023,6.20657592272126
IBT,IDA & IBRD total,Inflation,2022,8.81109209279587
IBT,IDA & IBRD total,Inflation,2021,4.25936417542868
IBT,IDA & IBRD total,Inflation,2020,2.8981937602627
IBT,IDA & IBRD total,Inflation,2019,2.70590196327809
IBT,IDA & IBRD total,Inflation,2018,3.13285375991676
IBT,IDA & IBRD total,Inflation,2017,3.33787586109568
IBT,IDA & IBRD total,Inflation,2016,2.81495791361944
IBT,IDA & IBRD total,Inflation,2015,3.12900274473925
IBT,IDA & IBRD total,Inflation,2014,3.52566203758282
IBT,IDA & IBRD total,Inflation,2013,4.3411548980431
IBT,IDA & IBRD total,Inflation,2012,5.00686319367273
IBT,IDA & IBRD total,Inflation,2011,5.79911173145917
IBT,IDA & IBRD total,Inflation,2010,4.06749555950263
IDB,IDA blend,Inflation,2024,3.45053028131019
IDB,IDA blend,Inflation,2023,4.56457719814894
IDB,IDA blend,Inflation,2022,6.32752007290448
IDB,IDA blend,Inflation,2021,3.46677876951929
IDB,IDA blend,Inflation,2020,2.1039488213608
IDB,IDA blend,Inflation,2019,1.98958744120896
IDB,IDA blend,Inflation,2018,2.48030843191907
IDB,IDA blend,Inflation,2017,1.14765339305816
IDB,IDA blend,Inflation,2016,1.65038994431573
IDB,IDA blend,Inflation,2015,1.37488542621446
IDB,IDA blend,Inflation,2014,1.20139964481058
IDB,IDA blend,Inflation,2013,2.58117037252936
IDB,IDA blend,Inflation,2012,4.17763587102515
IDB,IDA blend,Inflation,2011,4.47388342165023
IDB,IDA blend,Inflation,2010,3.3434265756174
IDX,IDA only,Inflation,2024,4.19081721344523
IDX,IDA only,Inflation,2023,7.12142371831339
IDX,IDA only,Inflation,2022,9.57337118555953
IDX,IDA only,Inflation,2021,4.37012190478157
IDX,IDA only,Inflation,2020,3.94180326908065
IDX,IDA only,Inflation,2019,3.09342088075364
IDX,IDA only,Inflation,2018,3.01748181031406
IDX,IDA only,Inflation,2017,4.31421134623784
IDX,IDA only,Inflation,2016,3.74103082110771
IDX,IDA only,Inflation,2015,3.40274327737188
IDX,IDA only,Inflation,2014,4.40535234185293
IDX,IDA only,Inflation,2013,5.16189898581494
IDX,IDA only,Inflation,2012,6.05143662139967
IDX,IDA only,Inflation,2011,6.7395240045165
IDX,IDA only,Inflation,2010,4.82734190074673
IDA,IDA total,Inflation,2024,3.92206330291068
IDA,IDA total,Inflation,2023,7.10220928557059
IDA,IDA total,Inflation,2022,8.21619710967436
IDA,IDA total,Inflation,2021,4.17270582217659
IDA,IDA total,Inflation,2020,3.47617372722194
IDA,IDA total,Inflation,2019,2.74447528387472
IDA,IDA total,Inflation,2018,2.84578376094084
IDA,IDA total,Inflation,2017,3.85067166284727
IDA,IDA total,Inflation,2016,3.21988689395718
IDA,IDA total,Inflation,2015,3.15783117980923
IDA,IDA total,Inflation,2014,3.52566203758282
IDA,IDA total,Inflation,2013,4.88516387595471
IDA,IDA total,Inflation,2012,5.59607014268585
IDA,IDA total,Inflation,2011,6.33279483849042
IDA,IDA total,Inflation,2010,3.99639528107218
LTE,Late-demographic dividend,Inflation,2024,2.90125149455067
LTE,Late-demographic dividend,Inflation,2023,6.09114152504141
LTE,Late-demographic dividend,Inflation,2022,8.64091108973855
LTE,Late-demographic dividend,Inflation,2021,3.49505757399448
LTE,Late-demographic dividend,Inflation,2020,1.93694126694223
LTE,Late-demographic dividend,Inflation,2019,2.16176258133054
LTE,Late-demographic dividend,Inflation,2018,2.47446347118434
LTE,Late-demographic dividend,Inflation,2017,2.17727572689262
LTE,Late-demographic dividend,Inflation,2016,1.10920805807027
LTE,Late-demographic dividend,Inflation,2015,1.5579071134626
LTE,Late-demographic dividend,Inflation,2014,2.04461481539333
LTE,Late-demographic dividend,Inflation,2013,2.68229684085039
LTE,Late-demographic dividend,Inflation,2012,3.31605566687647
LTE,Late-demographic dividend,Inflation,2011,4.3707355993922
LTE,Late-demographic dividend,Inflation,2010,3.29777961339846
LCN,Latin America & Caribbean,Inflation,2024,3.46497037946077
LCN,Latin America & Caribbean,Inflation,2023,4.78561281021135
LCN,Latin America & Caribbean,Inflation,2022,7.71367726901419
LCN,Latin America & Caribbean,Inflation,2021,3.87805442411131
LCN,Latin America & Caribbean,Inflation,2020,1.49389017299587
LCN,Latin America & Caribbean,Inflation,2019,2.37167859363036
LCN,Latin America & Caribbean,Inflation,2018,2.37951733360489
LCN,Latin America & Caribbean,Inflation,2017,2.19201010962985
LCN,Latin America & Caribbean,Inflation,2016,1.65038994431573
LCN,Latin America & Caribbean,Inflation,2015,1.86148302863371
LCN,Latin America & Caribbean,Inflation,2014,3.38341272749477
LCN,Latin America & Caribbean,Inflation,2013,2.5286478853837
LCN,Latin America & Caribbean,Inflation,2012,3.78180754679678
LCN,Latin America & Caribbean,Inflation,2011,4.9777356370697
LCN,Latin America & Caribbean,Inflation,2010,3.491288726188
LAC,Latin America & Caribbean (excluding high income),Inflation,2024,3.83540271728533
LAC,Latin America & Caribbean (excluding high income),Inflation,2023,5.08677483158112
LAC,Latin America & Caribbean (excluding high income),Inflation,2022,8.33370630096231
LAC,Latin America & Caribbean (excluding high income),Inflation,2021,4.27166381536798
LAC,Latin America & Caribbean (excluding high income),Inflation,2020,2.52663500084706
LAC,Latin America & Caribbean (excluding high income),Inflation,2019,2.50460959460401
LAC,Latin America & Caribbean (excluding high income),Inflation,2018,3.40250179472038
LAC,Latin America & Caribbean (excluding high income),Inflation,2017,3.36296514855608
LAC,Latin America & Caribbean (excluding high income),Inflation,2016,2.77316004021475
LAC,Latin America & Caribbean (excluding high income),Inflation,2015,3.14341696227424
LAC,Latin America & Caribbean (excluding high income),Inflation,2014,3.4282641481078
LAC,Latin America & Caribbean (excluding high income),Inflation,2013,2.74483621896186
LAC,Latin America & Caribbean (excluding high income),Inflation,2012,3.94665867874984
LAC,Latin America & Caribbean (excluding high income),Inflation,2011,5.46284592944072
LAC,Latin America & Caribbean (excluding high income),Inflation,2010,3.70694322200501
TLA,Latin America & the Caribbean (IDA & IBRD countries),Inflation,2024,3.62770736940927
TLA,Latin America & the Caribbean (IDA & IBRD countries),Inflation,2023,4.92637573192674
TLA,Latin America & the Caribbean (IDA & IBRD countries),Inflation,2022,7.8962761916855
TLA,Latin America & the Caribbean (IDA & IBRD countries),Inflation,2021,4.26105127422813
TLA,Latin America & the Caribbean (IDA & IBRD countries),Inflation,2020,1.76751592356698
TLA,Latin America & the Caribbean (IDA & IBRD countries),Inflation,2019,2.09604635327807
TLA,Latin America & the Caribbean (IDA & IBRD countries),Inflation,2018,2.32414485367921
TLA,Latin America & the Caribbean (IDA & IBRD countries),Inflation,2017,2.8227580554717
TLA,Latin America & the Caribbean (IDA & IBRD countries),Inflation,2016,2.53781710390567
TLA,Latin America & the Caribbean (IDA & IBRD countries),Inflation,2015,2.92482169718974
TLA,Latin America & the Caribbean (IDA & IBRD countries),Inflation,2014,3.4282641481078
TLA,Latin America & the Caribbean (IDA & IBRD countries),Inflation,2013,2.74483621896186
TLA,Latin America & the Caribbean (IDA & IBRD countries),Inflation,2012,4.14457284086402
TLA,Latin America & the Caribbean (IDA & IBRD countries),Inflation,2011,5.46284592944072
TLA,Latin America & the Caribbean (IDA & IBRD countries),Inflation,2010,3.79644333768703
LDC,Least developed countries: UN classification,Inflation,2024,4.50346801326901
LDC,Least developed countries: UN classification,Inflation,2023,7.12697482131851
LDC,Least developed countries: UN classification,Inflation,2022,9.45801281304023
LDC,Least developed countries: UN classification,Inflation,2021,4.15649125482107
LDC,Least developed countries: UN classification,Inflation,2020,4.33296874711709
LDC,Least developed countries: UN classification,Inflation,2019,3.32255881256925
LDC,Least developed countries: UN classification,Inflation,2018,3.46147484973729
LDC,Least developed countries: UN classification,Inflation,2017,4.5725365531752
LDC,Least developed countries: UN classification,Inflation,2016,5.34414600997244
LDC,Least developed countries: UN classification,Inflation,2015,3.40274327737188
LDC,Least developed countries: UN classification,Inflation,2014,4.40535234185293
LDC,Least developed countries: UN classification,Inflation,2013,5.52412877994266
LDC,Least developed countries: UN classification,Inflation,2012,6.31474450315177
LDC,Least developed countries: UN classification,Inflation,2011,6.61038986512481
LDC,Least developed countries: UN classification,Inflation,2010,5.04968075857402
LMY,Low & middle income,Inflation,2024,3.6966328135552
LMY,Low & middle income,Inflation,2023,6.20657592272126
LMY,Low & middle income,Inflation,2022,8.48730869535043
LMY,Low & middle income,Inflation,2021,4.22278962033194
LMY,Low & middle income,Inflation,2020,2.99313555869912
LMY,Low & middle income,Inflation,2019,2.75980873474443
LMY,Low & middle income,Inflation,2018,3.23929245939142
LMY,Low & middle income,Inflation,2017,3.63473722012434
LMY,Low & middle income,Inflation,2016,2.95249541214558
LMY,Low & middle income,Inflation,2015,3.16346457365876
LMY,Low & middle income,Inflation,2014,3.53436856147324
LMY,Low & middle income,Inflation,2013,4.63161619729461
LMY,Low & middle income,Inflation,2012,5.01804155429246
LMY,Low & middle income,Inflation,2011,6.16077553828675
LMY,Low & middle income,Inflation,2010,4.11211139315219
,Low income,Inflation,2024,4.19081721344523
,Low income,Inflation,2023,7.11459205344455
,Low income,Inflation,2022,9.62147608489064
,Low income,Inflation,2021,5.13320340824963
,Low income,Inflation,2020,4.46414437232861
,Low income,Inflation,2019,2.83514555687506
,Low income,Inflation,2018,2.79180778478365
,Low income,Inflation,2017,8.15686323403372
,Low income,Inflation,2016,5.70637504616212
,Low income,Inflation,2015,4.37712665065654
,Low income,Inflation,2014,3.74052951571967
,Low income,Inflation,2013,5.61162933815824
,Low income,Inflation,2012,6.70977471405567
,Low income,Inflation,2011,7.20710277400571
,Low income,Inflation,2010,4.18698335814119
,Lower middle income,Inflation,2024,4.60621098127107
,Lower middle income,Inflation,2023,7.38281384280984
,Lower middle income,Inflation,2022,7.6702057938028
,Lower middle income,Inflation,2021,4.15919657911798
,Lower middle income,Inflation,2020,4.87167398565555
,Lower middle income,Inflation,2019,3.46428057999021
,Lower middle income,Inflation,2018,4.29159105337875
,Lower middle income,Inflation,2017,3.52025688811617
,Lower middle income,Inflation,2016,3.37153003512095
,Lower middle income,Inflation,2015,3.32437113264095
,Lower middle income,Inflation,2014,5.19400979076006
,Lower middle income,Inflation,2013,5.4961444543898
,Lower middle income,Inflation,2012,5.98172132315561
,Lower middle income,Inflation,2011,6.38109582460691
,Lower middle income,Inflation,2010,4.84551875852116
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Inflation,2024,2.07655387954199
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Inflation,2023,4.22522603168918
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Inflation,2022,5.17980847967061
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Inflation,2021,2.86833027751019
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Inflation,2020,1.44703656998741
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Inflation,2019,1.33601568147656
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Inflation,2018,1.94579304594437
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Inflation,2017,2.06932928164424
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Inflation,2016,2.70750189418473
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Inflation,2015,1.6859921764201
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Inflation,2014,2.64755321246189
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Inflation,2013,3.25423910998847
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Inflation,2012,4.5152295667099
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Inflation,2011,4.7531638888563
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Inflation,2010,3.74915727597096
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Inflation,2024,4.04611455313434
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Inflation,2023,6.09114152504141
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Inflation,2022,8.30646124447623
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Inflation,2021,5.21404940513043
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Inflation,2020,2.41513094083414
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Inflation,2019,2.65388100453608
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Inflation,2018,4.36615064471282
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Inflation,2017,4.64865184428512
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Inflation,2016,3.69725926870481
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Inflation,2015,2.04361764300244
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Inflation,2014,2.91692692067458
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Inflation,2013,4.82462314269537
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Inflation,2012,6.44121280934117
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Inflation,2011,5.0687139477799
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Inflation,2010,3.95007875923885
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Inflation,2024,3.0861361109923
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Inflation,2023,7.70665764216232
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Inflation,2022,8.78598837999588
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Inflation,2021,5.46019980671871
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Inflation,2020,3.73003191530476
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Inflation,2019,3.00538949390383
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Inflation,2018,4.46231108475481
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Inflation,2017,4.97595150553833
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Inflation,2016,3.7651191635658
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Inflation,2015,2.52932817254229
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Inflation,2014,3.77123895800744
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Inflation,2013,5.07042922798113
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Inflation,2012,6.51134364308897
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Inflation,2011,5.43508465931645
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Inflation,2010,3.96677908889859
MIC,Middle income,Inflation,2024,3.6045220384796
MIC,Middle income,Inflation,2023,6.1059011284828
MIC,Middle income,Inflation,2022,8.30646124447623
MIC,Middle income,Inflation,2021,4.12676744440695
MIC,Middle income,Inflation,2020,2.73249209419427
